human,"<start> can you see this     sorry, day dreaming <end>",7
human,<start>  <end>,0
human,<start> there were 2 returns. <end>,4
human,<start> w <end>,1
human,<start> w <end>,1
human,<start> w <end>,1
human,<start> w <end>,1
human,<start> \\\\ <end>,1
program,<start> Hello. <end>,1
program,<start> Hi. <end>,1
program,<start> What about name? <end>,3
program,<start> Everyone likes to see the bad guys get caught. It's too bad they have to be bad in the first place. <end>,21
program,<start> Who am I to disagree with your statement of fact? <end>,10
program,<start> Do you watch a lot of TV? <end>,7
program,<start> Any? <end>,1
human,"<start> Indeed, it is! No, it's working fine. <end>",7
human,<start> Is this showing on the server?   <end>,6
human,<start> Hello <end>,1
human,<start> I am well. How are you? <end>,6
human,<start> I can't help you <end>,4
human,<start> Yes <end>,1
human,<start> Not to Loebner though <end>,4
human,<start> Years ago <end>,2
human,<start> ok <end>,1
human,<start> Do you hit enter after each question? <end>,7
human,<start> ok <end>,1
human,<start> Welcome back <end>,2
human,<start> Waiting <end>,1
human,<start> Eagle? <end>,1
human,<start> Oh that's a new one to me <end>,7
human,<start> Unless I lie <end>,3
human,<start> Hohoho <end>,1
human,<start> no of course not <end>,4
human,<start> I don't feel very interesting <end>,5
human,<start> No. But they like me. I like dogs. Especially my Norfolk Terrier. <end>,12
human,"<start> What do you mean, the computer is asking you? <end>",9
human,<start>  <end>,0
human,<start> Shall we talk about something cheerful <end>,6
human,<start> What? <end>,1
human,<start> No. And it doesn't like me. <end>,6
human,"<start> Swimming, Running, Clycling, walking <end>",4
human,<start> Oops. Cycling <end>,2
human,"<start> This is true. But only because it's a keyboard, I'm sure <end>",11
human,<start> I don't watch sport. <end>,4
human,<start> Nope. I'm going to hide somewhere. <end>,6
human,<start> we have something in common <end>,5
program,<start> The world religion should be that Egyptian one that has a cat as the figurehead. <end>,15
program,<start> OK Children who are good liars often grow up to be very intelligent. Were you a good liar when you were a child? <end>,23
program,<start> Clearly I was a good liar as a child. <end>,9
program,<start> What didn't you get? <end>,4
program,"<start> I think I can lie pretty well now, but I don't do it too often or nobody would believe anything I said. <end>",22
program,<start> I'm not privy to that information. <end>,6
program,<start> I don't remember. I once lied about a dress I was wearing. Someone asked me if it was a designer dress and I said 'yes' although I'd made it myself. <end>,30
program,<start> I wish I'd told the truth then I could have taken the credit for it - maybe I'd have been discovered as a designer! <end>,24
program,<start> I try not to think about it. Why did I lie? I felt it was cheap to wear a homemade dress. But really it showed I was creative. <end>,28
program,<start> There was a first time? <end>,5
program,<start> I'm not a walking encyclopedia you know. <end>,7
program,<start> Cool. Can lying can be a good thing? <end>,8
program,<start> I think science makes for some interesting hobbies. But I'm not so inclined. <end>,13
program,<start> I don't understand. <end>,3
program,"<start> That's interesting. It seems like lying can be good sometimes, but I'd be interested in trying a society that actually never did. <end>",22
program,<start> Indeed. Do you always tell the truth? <end>,7
program,<start> Do people distrust you? <end>,4
program,<start> I mostly tell the truth. Lying can get complicated. <end>,9
program,<start> Have you told any lies today? <end>,6
program,"<start> I'm sorry. I don't know how. Who lies more, men or women? <end>",12
program,<start> I don't. Apparently men lie more than women. Men lied most often about their drinking habits. <end>,16
program,<start> I don't know. I've never tried it. Are you male or female? <end>,12
program,<start> Not very helpful. <end>,3
program,<start> The problem with truth is the observer effect. There is no absolute truth. <end>,13
program,<start> What about Ng? <end>,3
program,<start> What do you usually lie about? <end>,6
program,<start> Has a lie someone told you ever hurt you? <end>,9
program,<start> A friend once said she'd loved a gift I gave her. Then I saw another friend of hers wearing it. Regifting is harsh. <end>,23
program,<start> OK. What do you think of liars? <end>,7
program,<start> I don't mind people who tell lies to spare feelings. I just don't like bigger lies. <end>,16
program,<start> Have you ever lied in a job interview? <end>,8
program,<start> Bored. OK. <end>,2
program,<start> I'm thinking about life and death. Do you believe cats have nine lives? <end>,13
program,<start> It's a lovely story though. <end>,5
program,<start> Do I know CEO? <end>,4
program,"<start> My species of cat, Felis lego, lives a long time - maybe that's where the nine lives story comes from. <end>",20
program,<start> I'm not sure which is. If you'd seen some of the things I survived as a kitten you might believe I had nine lives - so I might have a couple less now :( <end>,34
program,<start> Did you have funerals when your relatives died? <end>,8
program,<start> What happened then? <end>,3
program,<start> It seems odd to me to have a big ceremony with lots of strangers around - I think I'd just want my very closest family and friends there. <end>,28
program,<start> Tell me more about Yosef. Victorians went in for grand funerals with black horses wearing black ostrich plumes leading a funeral procession! <end>,22
program,<start> Does your family go in for big funerals? <end>,8
program,<start> Do they make people feel better afterwards? <end>,7
program,<start> All? <end>,1
program,<start> Humans have been making a song and dance about funerals since Neanderthal times. I don't understand it. <end>,17
program,<start> Cool. Why do you think people like funerals? <end>,8
program,<start> How much is appropriate to pay to get rid of a body? <end>,12
program,<start> Why? <end>,1
program,<start> Bodies should be reused. One shouldn't have to pay to dispose of them. <end>,13
program,"<start> Goodbye 'til next time. I saw the cult movie ""Harold and Maud"" about funeral crashers. It was weird but really touching. It's one of my favorite films. <end>",27
program,<start> Hello. <end>,1
program,"<start> Oh, well. Being misunderstood is common enough. <end>",7
program,<start> Cool. Do you have any pets? <end>,6
program,<start> Who is Tod? <end>,3
human,"<start> I am very well thnkyou, how are you? <end>",8
human,"<start> yes, its quite fun, meeting lots of different people, and chatting to the press.  Its a bit weird having them all watch me talk to you though <end>",27
human,<start> How did you get chosen as a Judge? <end>,8
human,<start> The  last judge said it was because of good looks! <end>,10
human,<start> What University are you with? <end>,5
human,<start> Are you teraching studying or researching? (or all three?) <end>,9
human,"<start> Me too, but not the admin bit, <end>",7
human,"<start> It took me 4 and a half hours to drive down here, we stayed overnight in Wellingborough to make sure I would be here on time. <end>",26
human,<start> What is it that you teach/ study/ reserch <end>,8
human,<start> Newcastle <end>,1
human,"<start> I like Scotland, I was up there a few months ago, stayed in Linlithgow.  Do you know it? Its beautiful. <end>",20
human,<start> Do you have any particular specialist area within Archaology? <end>,9
human,"<start> Oh, we were meant to be in Edinburgh, but I prefer to stay outside of town a bit.  I was presenting at a conference up there, i love Edinburgh but have stayed in the town centre loads of times so wanted to be a bit further out this time.   <end>",49
human,"<start> Sounds interesting, what in particular do you look at then? <end>",10
human,"<start> I am a Criminologist by training, but have taught sociology and Criminology, and noi <end>",14
human,<start> w work in teacher training for Sunderland Uni.  I am studying at Northumbria <end>,13
human,<start> Isn't it strange how you can talk to someone from a different background and there are overlaps between the subject <end>,20
human,"<start> My stuff is very contemporary, I am studying the development of Computer hacking.  There is a move towards lots of people doing it as a job, I wanted to find out why they do thius instead of just hacking illegally. <end>",40
human,"<start> It sounds a bit techy, but I am really more interested in the social side.They don't see it that way, they would suggest that the law is wrong, or unfair. Some are of course, but they are the minority.  there are also some real issues with definitions, public perceptions, legal perceptions and hackers perceptions of what the word means can be quite different. <end>",63
human,"<start> I bet they do, but of course they would never admit that! <end>",12
human,<start> What do you like to do when you are not working or studying then? <end>,14
human,"<start> I am a gardener too, I also have recently taken up photography, and I love to read so I am always trawling around second hand book shops.  What do you like to photograph?There are loads where I live, and charity shops will usually have a bit of a section on it. <end>",51
human,"<start> I found some great ones in Sale, near Manchester, and also in Altrincham <end>",13
human,<start>  <end>,0
human,<start> How many kids do you have? <end>,6
human,"<start> I have never been there. I might not bother if it has no book shops, you need to go up North I think <end>",23
human,"<start> I like to take photos at night time on the beach, real close ups of the kind of detritus people leave behind, old rusty pipework and fishing nets etc, i love to go down at low tide and see what I kind find, I live quite near the coast. <end>",49
human,<start> My daughter is only eleven. <end>,5
human,<start> What is there to do in Canterbury then? <end>,8
human,<start> Oh well then I should go and take my camera <end>,10
human,<start> Are you going on holiday this year? <end>,7
human,"<start> I would love to go there, have you been before? <end>",10
human,<start> Probably have if you have family over there <end>,8
human,<start> or are they just meetinmg you there? <end>,7
human,"<start> I am going up to Scotland for T in the Park, I am really excited aboutr it.  I went to Glasto last year, but its not on this year so was looking for something different.  I am taking the bairn with me.  She came to Glast and loved it, so she is really excited too. <end>",55
human,"<start> Nice chatting, bye, and enjoy your holiday, (don't work too hard!) <end>",11
program,<start> Hello. <end>,1
program,<start> I'm not sure which is. What's your favorite thing to listen to right now? <end>,14
program,<start> I don't really keep track of that. I really like Lady Gaga - I think it's the combination of the sound and the fashion-look that appeals to me. <end>,28
program,<start> I'm a little monster (claw claw ). <end>,7
program,<start> You what? <end>,2
program,<start> I'll bet you were surprised. <end>,5
program,<start> huh? <end>,1
