human,"<start> can you see this  BackSpace      sorry, day dreaming"
human,<start> 
human,<start> there were 2 returns.
human,<start> w
human,<start> w
human,<start> w
human,<start> w
human,<start> w BackSpace \\\\
program,<start> Hello.
program,<start> Hi.
program,<start> What about name?
program,<start> Everyone likes to see the bad guys get caught. It's too bad they have to be bad in the first place.
program,<start> Who am I to disagree with your statement of fact?
program,<start> Do you watch a lot of TV?
program,<start> Any?
human,"<start> Indeed, it is! However,  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace No, it's working fine."
human,<start> Is this showing on the server?  
human,<start> Hello
human,<start> I am well. How are you?
human,<start> Did y BackSpace  BackSpace  BackSpace  BackSpace  BackSpace I can't help you
human,<start> Yes
human,<start> Not to Loebner though
human,<start> Years ago
human,<start> ok
human,<start> Do you hit enter after each question?
human,<start> ok
human,<start> Welcome back
human,<start> Waiting
human,<start> Are you oka BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace Eagle?
human,<start> Oh that's a new one to me
human,<start> Unless I lie
human,<start> Hohoho
human,<start> no of course not
human,<start> I don't feel e BackSpace very interesting
human,<start> No. But they like me. I like dogs. Especially my Norfolk Terrier.
human,"<start> What do you mean, the computer is asking you?"
human,<start> 
human,<start> Shall we talk about something cheerful
human,<start> What?
human,<start> No. And it doesn't like me.
human,"<start> Swimming, Running, Clycling, walking"
human,<start> Oops. Cycling
human,"<start> I don't BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace This is tre BackSpace ue. But only n BackSpace because it's a keyboard, I'm sure"
human,<start> I don't watch sport.
human,<start> Nope. I'm going to hide somewhere.
human,<start> we have something in common
program,<start> The world religion should be that Egyptian one that has a cat as the figurehead.
program,<start> OK Children who are good liars often grow up to be very intelligent. Were you a good liar when you were a child?
program,<start> Clearly I was a good liar as a child.
program,<start> What didn't you get?
program,"<start> I think I can lie pretty well now, but I don't do it too often or nobody would believe anything I said."
program,<start> I'm not privy to that information.
program,<start> I don't remember. I once lied about a dress I was wearing. Someone asked me if it was a designer dress and I said 'yes' although I'd made it myself.
program,<start> I wish I'd told the truth then I could have taken the credit for it - maybe I'd have been discovered as a designer!
program,<start> I try not to think about it. Why did I lie? I felt it was cheap to wear a homemade dress. But really it showed I was creative.
program,<start> There was a first time?
program,<start> I'm not a walking encyclopedia you know.
program,<start> Cool. Can lying can be a good thing?
program,<start> I think science makes for some interesting hobbies. But I'm not so inclined.
program,<start> I don't understand.
program,"<start> That's interesting. It seems like lying can be good sometimes, but I'd be interested in trying a society that actually never did."
program,<start> Indeed. Do you always tell the truth?
program,<start> Do people distrust you?
program,<start> I mostly tell the truth. Lying can get complicated.
program,<start> Have you told any lies today?
program,"<start> I'm sorry. I don't know how. Who lies more, men or women?"
program,<start> I don't. Apparently men lie more than women. Men lied most often about their drinking habits.
program,<start> I don't know. I've never tried it. Are you male or female?
program,<start> Not very helpful.
program,<start> The problem with truth is the observer effect. There is no absolute truth.
program,<start> What about Ng?
program,<start> What do you usually lie about?
program,<start> Has a lie someone told you ever hurt you?
program,<start> A friend once said she'd loved a gift I gave her. Then I saw another friend of hers wearing it. Regifting is harsh.
program,<start> OK. What do you think of liars?
program,<start> I don't mind people who tell lies to spare feelings. I just don't like bigger lies.
program,<start> Have you ever lied in a job interview?
program,<start> Bored. OK.
program,<start> I'm thinking about life and death. Do you believe cats have nine lives?
program,<start> It's a lovely story though.
program,<start> Do I know CEO?
program,"<start> My species of cat, Felis lego, lives a long time - maybe that's where the nine lives story comes from."
