program,<start> I jux BackSpace st had brz BackSpace eakh BackSpace fast.
program,<start> Is do BackSpace on't have one.
program,<start> Something tasty.
program,<start> I am bald.
program,<start> pYes.
program,<start> I had fun.
program,<start> You are one of ths BackSpace e most annoyinf BackSpace g ped BackSpace ops BackSpace le I've ever met.
program,<start> Not yet.
program,<start> I think I need to go.
program,<start> Really?
program,<start> What d BackSpace is cookio BackSpace n?
program,<start> p BackSpace Plenty.
program,<start> More than o BackSpace enough.
program,<start> I take pleasure in doing so.
program,<start> Who BackSpace at games do you like to play?
program,<start> That is ch BackSpace ool.
program,<start> I like to read naan.
program,<start> A normal one.
program,<start> I already told you.
program,<start> Oh yes v BackSpace I dio BackSpace d!
program,<start> I dons BackSpace 't was BackSpace nt to right nd BackSpace ow.
program,<start> Of course I am.
program,<start> I lif BackSpace ke to liep BackSpace  naag BackSpace n.
program,<start> A sphere.
program,<start> Well to put it bluntlyn BackSpace  it f BackSpace sucks.
program,<start> Thanks I like to thih BackSpace nk so myself.
program,<start> Yeah I taq BackSpace ught mysel BackSpace lf all any it.
program,<start> x BackSpace Pretty young.
program,<start> Are you having fun?
program,<start> Not at all.
program,<start> Something brih BackSpace lliant!
program,<start> Because it provokes conversation.
program,<start> I already tiold you.
program,<start> I am a wild person and dangn BackSpace erousx BackSpace  to know.
program,<start> I am perfect.
program,<start> That is right. I didn't.
program,<start> Many q BackSpace years.
program,<start> Not yet.
program,<start> Sleep well little one.
human,<start> H BackSpace Hello BackSpace  BackSpace  BackSpace  BackSpace  BackSpace Good morim BackSpace  BackSpace ning BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace It's morning actuaslly. It feels much more lik  BackSpace e I h BackSpace  BackSpace  should be sleeping...for days.
human,<start> I worked a lot and BackSpace  BackSpace  BackSpace and got no positive reinforcement from my boss.
human,"<start> I sold shots to drunk people who didn't want them. e BackSpace  BackSpace  BackSpace -it' BackSpace  BackSpace  BackSpace  BackSpace ; it's a novelty item and most peop BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace people will get a big round for a birthday, try them because htye BackSpace  BackSpace  BackSpace they've never hadthem, or  BackSpace  flash back to an awful exper BackSpace  BackSpace  BackSpace  BackSpace  BackSpace nic BackSpace ght in college."
human,<start> not BackSpace  BackSpace  BackSpace I was at a good bar so I got tips-it's always better to be at  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  club not just a bar so I got good tipds BackSpace  BackSpace s.
