program,I jux BackSpace st had brz BackSpace eakh BackSpace fast.
program,Is do BackSpace on't have one.
program,Something tasty.
program,I am bald.
program,pYes.
program,I had fun.
program,You are one of ths BackSpace e most annoyinf BackSpace g ped BackSpace ops BackSpace le I've ever met.
program,Not yet.
program,I think I need to go.
program,Really?
program,What d BackSpace is cookio BackSpace n?
program,p BackSpace Plenty.
program,More than o BackSpace enough.
program,I take pleasure in doing so.
program,Who BackSpace at games do you like to play?
program,That is ch BackSpace ool.
program,I like to read naan.
program,A normal one.
program,I already told you.
program,Oh yes v BackSpace I dio BackSpace d!
program,I dons BackSpace 't was BackSpace nt to right nd BackSpace ow.
program,Of course I am.
program,I lif BackSpace ke to liep BackSpace  naag BackSpace n.
program,A sphere.
program,Well to put it bluntlyn BackSpace  it f BackSpace sucks.
program,Thanks I like to thih BackSpace nk so myself.
program,Yeah I taq BackSpace ught mysel BackSpace lf all any it.
program,x BackSpace Pretty young.
program,Are you having fun?
program,Not at all.
program,Something brih BackSpace lliant!
program,Because it provokes conversation.
program,I already tiold you.
program,I am a wild person and dangn BackSpace erousx BackSpace  to know.
program,I am perfect.
program,That is right. I didn't.
program,Many q BackSpace years.
program,Not yet.
program,Sleep well little one.
human,H BackSpace Hello BackSpace  BackSpace  BackSpace  BackSpace  BackSpace Good morim BackSpace  BackSpace ning BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace It's morning actuaslly. It feels much more lik  BackSpace e I h BackSpace  BackSpace  should be sleeping...for days.
human,I worked a lot and BackSpace  BackSpace  BackSpace and got no positive reinforcement from my boss.
human,"I sold shots to drunk people who didn't want them. e BackSpace  BackSpace  BackSpace -it' BackSpace  BackSpace  BackSpace  BackSpace ; it's a novelty item and most peop BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace people will get a big round for a birthday, try them because htye BackSpace  BackSpace  BackSpace they've never hadthem, or  BackSpace  flash back to an awful exper BackSpace  BackSpace  BackSpace  BackSpace  BackSpace nic BackSpace ght in college."
