human,<start> Hello. My name is John and I'm a human.
human,<start> Hi there.
human,<start> I'm fine thanks. How are you?
human,<start> Same here. It's not often I get up this early on Sundays
human,<start> On Sundays? Or just in general?
human,<start> I work part-time for a ma BackSpace  BackSpace market-re BackSpace  BackSpace  BackSpace  research company
human,<start> It most definitely is NOT fun
human,<start> But it pays the bills
human,"<start> Not really. I would like to do more hours, but there isn't enough work. I work 4 days a week, so it's almost full-time"
human,<start> and it's quite nice to always have 3-day weekends
human,"<start> I don't really do any of the reseacrh BackSpace  BackSpace  BackSpace rch. I think my official title is ""online advertising monitor"""
human,<start> the company deals with inter  BackSpace net audience statistics etc
human,<start> I pretty much just click on banner ads all day
human,<start> very repetitive
human,<start> but it's a nice company and the hours are very flexible
human,<start> I can see that.
human,"<start> Well, that's tricky. I'm  a BackSpace  BackSpace a big film buff so it's hard for me to pick one BackSpace  BackSpace  BackSpace just one."
human,"<start> One of favorite ""modern"" films is Gummo"
human,<start> ye BackSpace up
human,<start> What's your favorite film?
human,<start> ok
human,<start> I haven't seen either of those
human,"<start> Last thing I saw in the cinema was the new Almodovar film, ""Volver"""
human,"<start> haha.  She's very good in it. The film itself...hmm...well, I don't know, really. I liked it, but then it didn't really do much for me."
human,<start> haha
human,<start> Worth seeing anyway
human,"<start> Yeah. It was good, but I wouldn't want to see it again."
human,<start> Really? M BackSpace I can watch my favorite films on repeat and never get tirwe BackSpace  BackSpace ed of them.
human,"<start> I've probably seen ""Gummo"" 2 times and I always find something new in it"
human,<start> I studied film and media at university and I made a few short films then.
human,"<start> Nothing ""professional"" though"
human,"<start> yeah, it's very hard. I haven't done anything in ages. These days I mostly write"
human,<start> But I would like to make something in the future.;  BackSpace  BackSpace  I have a few ideas that would  BackSpace n't be too difficult to pull off.
human,<start> Hmm. I would probably just stick to doing it with friends.
human,<start> haha. Exactly.
human,<start> what was it?
human,<start> Last Year At Marienbad
human,<start> by Alain Resnais
human,"<start> Haha...it's just a stunning film. It's so beautiful to just look at. Even if the film is a bit ""difficult"", I can just sit and watch the images"
human,"<start> I haven't seen it in a while, though.  BackSpace  I have it on DVd."
human,"<start> But, it's a about memory...and memory is a weird thing"
human,<start> Eternal Sunshine of the spotless mind?
human,"<start> I really likled  BackSpace  BackSpace  BackSpace  BackSpace ed it in the cinema, but when I saw it t BackSpace a second time I couldn't stand it"
human,"<start> Well, it's more interesting than most things that's rel;eased anyway"
human,<start> at least it makes you think a little
human,<start> I'm not really interested in politics  BackSpace  at all
human,<start> If  BackSpace  BackSpace  BackSpace yes I do
human,"<start> I think I voted New Labour last time. lesser of two evils, I guess"
human,<start> True
human,<start> Probably just watch d BackSpace some Dvd BackSpace  BackSpace VDs with my girlfriend
human,"<start> No, I just own a lot"
human,<start> but her flatmate is signed up to lovefilm
human,<start> haha. which one?
human,"<start> well, he seems to have good taste"
human,<start> yup. you too. have a good day
program,"<start> Hello, my y BackSpace name is q BackSpace John and I am a man."
program,<start> Where dw BackSpace o you k BackSpace hag BackSpace il from?
program,<start> Sorry you aren't.
program,<start> I jv BackSpace ust sak BackSpace id; I live in Set BackSpace attle.
program,<start> Except for today you mr BackSpace ean.
program,<start> what is your favorite movie?
program,<start> Are you having fun?
program,<start> So are you.
program,<start> I don't think so.
program,<start> Whateveo BackSpace r I feel like.
program,<start> Noth BackSpace hing.
program,<start> Boondock Saints.
program,<start> Professional Chatter.
program,<start> I alm BackSpace ready told you.
program,<start> Plenty.
program,<start> Ok I woni BackSpace 't.
program,<start> At times.
program,<start> Hamburgers.
program,<start> What day wa BackSpace ere yoo BackSpace u born?
program,<start> I am a human being.
program,<start> 23.
program,<start> Whoever ever I feel like.
program,<start> Yes r BackSpace I am sure.
program,<start> Yes.
program,<start> I read books alot.
program,<start> Mike Mulligan.
program,<start> A normal one.
program,<start> I already told you.
program,<start> Nope.
program,<start> What shall we talk about next?
program,<start> I am a human being.
program,<start> c BackSpace Of course I r BackSpace would.
program,<start> Nq BackSpace o.
program,<start> tehehehe
program,<start> yes.
program,<start> u BackSpace Okay.
program,<start> At times.
program,<start> How would you prove to me tw BackSpace har BackSpace t yoj BackSpace u are humaw BackSpace n?
program,<start> Yes.
program,<start> I have a pet scorpion.
program,<start> I thought I walr BackSpace ready told you.
program,<start> Oh yes I did!
program,<start> That is weird but cool.
program,<start> You are nothing.
program,<start> g BackSpace I don't care.
program,<start> Why am I l BackSpace weird?
program,<start> I am not tired.
program,<start> Whoever ever I fn BackSpace eel like.
program,<start> Sleep well littm BackSpace le one.
program,"<start> Hello, my nalmex BackSpace  is Johnh BackSpace  and I am a x BackSpace man."
program,"<start> Hello, my name is John and I am a mau BackSpace n."
program,<start> Who is yoa BackSpace ur best friend?
program,<start> Somw BackSpace etimes when I feel really bd BackSpace rave.
program,<start> Because you sound artificial.
program,<start> It is a long story.
program,<start> Yep.
program,<start> I'll stop now.
program,<start> I never started that.
program,<start> I already told you.
program,<start> Something brilliant!
program,<start> I already told you.
program,<start> Something brilliant!
program,<start> I already told you.
program,<start> boo
program,<start> Yes.
program,<start> The Clothenhamq BackSpace mer Prize.
program,<start> A normal one.
program,<start> Nothings BackSpace  much.
program,<start> Nothing.
program,<start> Well okay thq BackSpace p BackSpace en.
program,<start> Well to put it bluntly it sucks.
program,<start> You are mean to me.
program,<start> I y BackSpace am doing OK.
program,<start> Something tasty.
program,<start> I don't BackSpace t want anything.
program,<start> I find eating bread.
program,<start> Do you like movies more thand baseball?
program,<start> I don't know at all.
program,<start> Youn BackSpace  have a beef with me?
program,<start> I dunno.
program,<start> YES!
program,<start> Do you drb BackSpace id BackSpace ve a car?
program,<start> I don't know at all.
program,<start> My not ef BackSpace xab BackSpace mple in 6 months.
program,<start> When are you o BackSpace going to leave?
program,<start> I will not.
