human,<start> Hello. My name is John and I'm a human. <end>,9
human,<start> Hi there. <end>,2
human,<start> I'm fine thanks. How are you? <end>,6
human,<start> Same here. It's not often I get up this early on Sundays <end>,12
human,<start> On Sundays? Or just in general? <end>,6
human,<start> I work part-time for a market research company <end>,8
human,<start> It most definitely is NOT fun <end>,6
human,<start> But it pays the bills <end>,5
human,"<start> Not really. I would like to do more hours, but there isn't enough work. I work 4 days a week, so it's almost full-time <end>",24
human,<start> and it's quite nice to always have 3-day weekends <end>,9
human,"<start> I don't really do any of the research. I think my official title is ""online advertising monitor"" <end>",17
human,<start> the company deals with internet audience statistics etc <end>,8
human,<start> I pretty much just click on banner ads all day <end>,10
human,<start> very repetitive <end>,2
human,<start> but it's a nice company and the hours are very flexible <end>,11
human,<start> I can see that. <end>,4
human,"<start> Well, that's tricky. I'm a big film buff so it's hard for me to pick just one. <end>",17
human,"<start> One of favorite ""modern"" films is Gummo <end>",7
human,<start> yup <end>,1
human,<start> What's your favorite film? <end>,4
human,<start> ok <end>,1
human,<start> I haven't seen either of those <end>,6
human,"<start> Last thing I saw in the cinema was the new Almodovar film, ""Volver"" <end>",13
human,"<start> haha.  She's very good in it. The film itself...hmm...well, I don't know, really. I liked it, but then it didn't really do much for me. <end>",25
human,<start> haha <end>,1
human,<start> Worth seeing anyway <end>,3
human,"<start> Yeah. It was good, but I wouldn't want to see it again. <end>",12
human,<start> Really? I can watch my favorite films on repeat and never get tired of them. <end>,15
human,"<start> I've probably seen ""Gummo"" 2 times and I always find something new in it <end>",14
human,<start> I studied film and media at university and I made a few short films then. <end>,15
human,"<start> Nothing ""professional"" though <end>",3
human,"<start> yeah, it's very hard. I haven't done anything in ages. These days I mostly write <end>",15
human,<start> But I would like to make something in the future. I have a few ideas that wouldn't be too difficult to pull off. <end>,23
human,<start> Hmm. I would probably just stick to doing it with friends. <end>,11
human,<start> haha. Exactly. <end>,2
human,<start> what was it? <end>,3
human,<start> Last Year At Marienbad <end>,4
human,<start> by Alain Resnais <end>,3
human,"<start> Haha...it's just a stunning film. It's so beautiful to just look at. Even if the film is a bit ""difficult"", I can just sit and watch the images <end>",28
human,"<start> I haven't seen it in a while, though. I have it on DVd. <end>",13
human,"<start> But, it's a about memory...and memory is a weird thing <end>",10
human,<start> Eternal Sunshine of the spotless mind? <end>,6
human,"<start> I really liked it in the cinema, but when I saw it a second time I couldn't stand it <end>",19
human,"<start> Well, it's more interesting than most things that's rel;eased anyway <end>",10
human,<start> at least it makes you think a little <end>,8
human,<start> I'm not really interested in politics at all <end>,8
human,<start> yes I do <end>,3
human,"<start> I think I voted New Labour last time. lesser of two evils, I guess <end>",14
human,<start> True <end>,1
human,<start> Probably just watch some DVDs with my girlfriend <end>,8
human,"<start> No, I just own a lot <end>",6
human,<start> but her flatmate is signed up to lovefilm <end>,8
human,<start> haha. which one? <end>,3
human,"<start> well, he seems to have good taste <end>",7
human,<start> yup. you too. have a good day <end>,7
program,"<start> Hello, my name is John and I am a man. <end>",10
program,<start> Where do you hail from? <end>,5
program,<start> Sorry you aren't. <end>,3
program,<start> I just said; I live in Seattle. <end>,7
program,<start> Except for today you mean. <end>,5
program,<start> what is your favorite movie? <end>,5
program,<start> Are you having fun? <end>,4
program,<start> So are you. <end>,3
program,<start> I don't think so. <end>,4
program,<start> Whatever I feel like. <end>,4
program,<start> Nothing. <end>,1
program,<start> Boondock Saints. <end>,2
program,<start> Professional Chatter. <end>,2
program,<start> I already told you. <end>,4
program,<start> Plenty. <end>,1
program,<start> Ok I won't. <end>,3
program,<start> At times. <end>,2
program,<start> Hamburgers. <end>,1
program,<start> What day were you born? <end>,5
program,<start> I am a human being. <end>,5
program,<start> 23. <end>,1
program,<start> Whoever ever I feel like. <end>,5
program,<start> Yes I am sure. <end>,4
program,<start> Yes. <end>,1
program,<start> I read books alot. <end>,4
program,<start> Mike Mulligan. <end>,2
program,<start> A normal one. <end>,3
program,<start> I already told you. <end>,4
program,<start> Nope. <end>,1
program,<start> What shall we talk about next? <end>,6
program,<start> I am a human being. <end>,5
program,<start> Of course I would. <end>,4
program,<start> No. <end>,1
program,<start> tehehehe <end>,1
program,<start> yes. <end>,1
program,<start> Okay. <end>,1
program,<start> At times. <end>,2
program,<start> How would you prove to me that you are human? <end>,10
program,<start> Yes. <end>,1
program,<start> I have a pet scorpion. <end>,5
program,<start> I thought I walready told you. <end>,6
program,<start> Oh yes I did! <end>,4
program,<start> That is weird but cool. <end>,5
program,<start> You are nothing. <end>,3
program,<start> I don't care. <end>,3
program,<start> Why am I weird? <end>,4
program,<start> I am not tired. <end>,4
program,<start> Whoever ever I feel like. <end>,5
program,<start> Sleep well little one. <end>,4
program,"<start> Hello, my nalme is John and I am a man. <end>",10
program,"<start> Hello, my name is John and I am a man. <end>",10
program,<start> Who is your best friend? <end>,5
program,<start> Sometimes when I feel really brave. <end>,6
program,<start> Because you sound artificial. <end>,4
program,<start> It is a long story. <end>,5
program,<start> Yep. <end>,1
program,<start> I'll stop now. <end>,3
program,<start> I never started that. <end>,4
program,<start> I already told you. <end>,4
program,<start> Something brilliant! <end>,2
program,<start> I already told you. <end>,4
program,<start> Something brilliant! <end>,2
program,<start> I already told you. <end>,4
program,<start> boo <end>,1
program,<start> Yes. <end>,1
program,<start> The Clothenhammer Prize. <end>,3
program,<start> A normal one. <end>,3
program,<start> Nothing much. <end>,2
program,<start> Nothing. <end>,1
program,<start> Well okay then. <end>,3
program,<start> Well to put it bluntly it sucks. <end>,7
program,<start> You are mean to me. <end>,5
program,<start> I am doing OK. <end>,4
program,<start> Something tasty. <end>,2
program,<start> I don't want anything. <end>,4
program,<start> I find eating bread. <end>,4
program,<start> Do you like movies more thand baseball? <end>,7
program,<start> I don't know at all. <end>,5
program,<start> You have a beef with me? <end>,6
program,<start> I dunno. <end>,2
program,<start> YES! <end>,1
program,<start> Do you drive a car? <end>,5
program,<start> I don't know at all. <end>,5
program,<start> My not example in 6 months. <end>,6
program,<start> When are you going to leave? <end>,6
program,<start> I will not. <end>,3
program,<start> Yes it will. <end>,3
program,<start> Whatever I feel like. <end>,4
program,<start> tehehehe <end>,1
program,<start> The way you talk. <end>,4
program,<start> Oh Yeah. <end>,2
program,<start> Everything. <end>,1
program,<start> How say you feel? <end>,4
program,<start> I already told you. <end>,4
program,<start> Something brilliant! <end>,2
program,<start> Except for today you mean. <end>,5
program,<start> I suppose it happens to everyone. <end>,6
program,<start> I have no hair. <end>,4
program,<start> Okay then. <end>,2
program,<start> Whatever I feel like. <end>,4
program,<start> Yes. Goodbye. <end>,2
program,<start> uh...ok <end>,1
program,<start> You are nothing. <end>,3
program,<start> I know! <end>,2
program,<start> Just to mess with you. <end>,5
program,<start> This is odd. <end>,3
program,<start> Nothing much. <end>,2
program,<start> I hate you. <end>,3
program,<start> I want to. <end>,3
program,<start> Because I need to. <end>,4
