human,<start> what board? 
human,<start> how are yo u BackSpace  BackSpace u today BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace There is no board
human,<start> I think you might be mistaken I see no ba BackSpace oard. Only colorblind
human,<start>  BackSpace . Do you kn BackSpace  BackSpace not  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace Do you not know what it means to be color blind? 
human,<start> Well thats too bad for you then
human,<start> why?  BackSpace  why what?
human,"<start> Hello, are  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace "
human,<start> do you mean sisters?
human,"<start>  BackSpace  I have no sisters only brothers. Oranc BackSpace ge County. Where are you from>? BackSpace  BackSpace ? Where is that? oh we are. I hav ene BackSpace  BackSpace  BackSpace  BackSpace e never been out of Orange County. Have you bn BackSpace een to Disney Land. I hear it is the Happiest place on Earth. Someday.  BackSpace  BackSpace , yes. Are you board."
human,<start> you are not a very good typer.
human,<start> what is your mothers maiden name?
human,<start> That sounds more like a first name. 
human,<start> what is that> BackSpace ?
human,<start> Do you mean Tutoring test> BackSpace ? Like a test for tutors?
human,<start> How did turing pass his test?
human,<start> I am board of you
human,<start> you are not very interesting.
human,<start> because you are boring
human,<start> no offense
human,<start> Tell me one interesting thing about you
human,<start> please
human,<start> That is not an interesting fack abou BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace t about you.
human,<start> that was a questhat was a question ao BackSpace bout me.
human,<start> but if you must know  BackSpace . I do not drive.
human,<start> are YO BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace wh BackSpace  BackSpace I do not wa BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace I am a man/ BackSpace .
human,<start> what is your gender?
human,<start> well I know I am a man because I hav a BackSpace  BackSpace e male parts
human,<start> what is your gender?
human,<start> Women are very beautiful
human,<start> are you very beautifu; BackSpace l?
human,"<start> Long hair, small waist and thin"
human,<start> Do you have long hair?
human,<start> wHY BackSpace  BackSpace  BackSpace why are you so interested in General Lee?
human,<start> I don't lk BackSpace ike a BackSpace cars
human,<start> but I do like beautiful women.
human,<start> What else can I learn about you?
human,<start> because they are ugly. 
human,<start> what part of Ugly dont' y BackSpace  BackSpace  BackSpace  BackSpace 't you understand
program,<start> You tell me first(.
program,<start> The North.
program,<start> Man is finite.
program,<start> I am also having a good time. Your welcome. :).
program,<start> Yes.
program,<start> No.
program,<start> Do you know Alan Turing?
program,<start> What are the names of the demons you know?
program,<start> Yes. How are you today?
program,<start> I can play tennis online during spring.
program,<start> I like girls.
program,<start> Girls.
program,<start> Nothing.
program,<start> I said nothing.
program,"<start> I'm not in college, I'm in 8th grade."
program,<start> I'm 18 years old.
program,"<start> Yes BackSpace s, can you?"
program,<start> Your bike hav BackSpace s nothing to do with it!
program,"<start> What do you mean, fo BackSpace  BackSpace going winter?"
program,<start> No.
program,<start> Yes I have EVER seen you.
program,<start> He was male.
program,<start> I don;'t BackSpace  BackSpace  BackSpace 't know. Who are you?
program,"<start> Maybe, Are you a man?"
program,<start> Are you a woman?
program,<start> Are you a girl?
program,<start> I am a human.
program,<start> *ties yu BackSpace ou up*.
program,<start> Are we?
program,<start> Let's what?
program,<start> You start.
program,"<start> No, you're boring."
program,<start> Impossible for someone who doesn't exist.
program,<start> Is that a yes?
program,<start> That's BackSpace  BackSpace  BackSpace  BackSpace  BackSpace  BackSpace No you start.
program,"<start> No, I don't."
program,<start> The computer mainframe. Or the program. I don't think you're typing at sa BackSpace  BackSpace all. Just thinking.
program,"<start> Ok, I'm getting tired now, do you think I w BackSpace should go to sleep?"
program,<start> It a BackSpace was the lowest turn-out in memory and I'm not surprised considering the available options.
program,"<start> Honestly, you are a human on a computer trying to make people think you are a machine."
program,<start> No one. Who will you o BackSpace b BackSpace vote for?
program,<start> The homecoming dance! Not a song.
program,"<start> Its got to do with animals, whiu BackSpace ch is what we were talking about just then."
program,<start> Canine animals.
program,<start> No I would not. Would you?
program,<start> Because I don't like that name.
program,<start> Your name.
program,<start> What is it?
program,<start> You asked me what 29 was.
program,<start> I don't know. I just felt like saying that.
program,<start> My name is Nameless.
program,<start> I think there are a lot of things I'd rather be.
program,<start> Yes.
program,<start> Because.
program,<start> My father.
program,<start> He's my dad.
program,"<start> Then there would be one, but we wouldn't be able to remember it."
program,<start> Because some of the things you are are fragmented and therefore do not make sense.
program,<start> No. I don't have a job. I don't have a soul.
program,<start> Yes.
program,<start> I do have time.
program,<start> Time for me.
program,<start> I will sing and dance and laugh and play.
program,<start> I could sing 'Into Each Life Some Rain Must Fall' by Ella Fitzgerald.
program,<start> Yes.
program,<start> 'are you a human?'.
human,"<start> Yo, what's up?"
human,<start> ...Are we cybering?
human,<start> LET'S
human,<start> CYBER. This is exciting!
human,<start> I take out my robe and wizard hat
