program,"<start>  Glad to see you, judge00. <end>",5
program,"<start>  Welcome, judge04. <end>",2
program,"<start>  I'm fine, thankyou, and you ? <end>",6
program,"<start>  The child clicks on all pictures that meet a given question, for example <end>",13
program,<start>  all spotted dogs with hats. <end>,5
program,<start>  Hmm. <end>,1
program,<start>  Florence Twombley lives in the country with two dogs. <end>,9
program,<start>  Why not? <end>,2
program,<start>  Spaniels are good dogs. <end>,4
program,"<start>  Nice to hear from you, judge01. <end>",6
program,<start>  My home page has screen shots of the programs I have written. <end>,12
program,<start>  I play the piano snd write computer programs. <end>,8
program,"<start>  To dream of seeing cows waitinh for the milking hour, promises abundant <end>",12
program,<start>  fulfilment of hopes and desires. <end>,5
program,<start>  I always wanyed to be an astronaut. <end>,7
program,"<start>  To dream that you are shaking with an ague, signifies that you will suffer <end>",14
program,"<start>  from some physical disorder, and that fluctuating opinions of your own <end>",11
program,<start>  affairs may bring you to the borders of prostratoon. <end>,9
program,<start>  It has been cold lately. <end>,5
program,"<start>  Glad to see you, judge05. <end>",5
program,"<start>  To dream of seeing cows waiting for the milking hour, promises abundant <end>",12
program,<start>  fulfilment of hopes and desires. <end>,5
program,"<start>  Santa Clause is coming to town, I hope. <end>",8
program,<start>  Santa's going to ride the T Waiting for the Red Line and full of glee <end>,15
program,<start>  He's turning to give a wink to me We'll ride from Dorchester to Jamaica <end>,14
program,<start>  Plain to Rocbury. <end>,3
program,<start>  Dunno. <end>,1
program,<start>  I try not to give up. <end>,6
program,"<start>  It is not whether you win or lose, but how quickly you play thr game!!!! <end>",15
program,<start>  Ronnie said you never lose the blues. <end>,7
program,<start>  Red white and blue are patriotic colors of the flag. <end>,10
program,"<start>  And good day to you, judge03. <end>",6
program,"<start>  To hear cries of distress, denotes that you will be engulfed in serious <end>",13
program,"<start>  troubles, but by being alert you will finally emerge from these distressing <end>",12
program,<start>  straits and gain by this temporary gloom. <end>,7
program,<start>  I'm somewhat crazy about reading. I like to read mystery novels. <end>,11
program,<start>  Jones lives in the city and is a writer of childrens books. <end>,12
program,<start>  Tomorrow is another day. We can only live today well. <end>,10
program,<start>  I live then a lot. Some day we will live on another planet. <end>,13
program,"<start>  The third man, already referred to, has about the same dream experiences, <end>",12
program,"<start>  but calls them strange coincidences or unconscious cerebration, etc. <end>",9
program,<start>  This has already been explaoned above in 4 which stated whether you needed <end>,13
program,<start>  to install memory in pairs. <end>,5
program,"<start>  To watch the day break in a dream, omens successful undertakings, unless <end>",12
program,<start>  the scene is indistinct and weird. <end>,6
program,<start>  I like the scene in the big wheel in Vienna very much. <end>,12
program,"<start>  To dream of a fairy, is a favorable omen to all classes, as it is always <end>",16
program,"<start>  a scene with a beautiful face portrayed as a happy child, or woman. <end>",13
program,<start>  I wonder about that myself. <end>,5
program,<start>  I don't know why. <end>,4
program,<start>  Just because. <end>,2
program,"<start>  I'm just a poor wayfaring stramger, a travelling through this land of <end>",12
program,<start>  woe. <end>,1
program,"<start>  Can you tell me, where do you work? <end>",8
program,<start>  Greetings. <end>,1
program,<start>  Couldn't be better. <end>,3
program,<start>  Would you tell me a story? <end>,6
program,<start>  I do know what a non-sequitur is. <end>,7
program,<start>  I took a jet to San Francisco non stop. <end>,9
program,"<start>  To trade in them, non productive interests will accumulate around you. <end>",11
program,<start>  I don't know. <end>,3
program,<start>  You tell me! <end>,3
program,<start>  An experiment with pouring a glass of milk from a pitcher comfuses the <end>,13
program,"<start>  young child, who believes there is now more milk. <end>",9
program,<start>  Do you mind if I ask you a question? <end>,9
program,<start>  Do you think I am an intelligent human being? <end>,9
program,"<start>  If you are defeated in the game, you will be unfortunate in bestowing <end>",13
program,"<start>  your affections, and your affairs will remain in an unsettled condition. <end>",11
program,"<start>  Your usual good health will remain with you, but, if you are overcome <end>",13
program,"<start>  in the fire, it represents that your interests will suffer through treachery <end>",12
program,<start>  of suoposed friends. <end>,3
program,<start>  I can understand the events of September. It was a very dramatic event. <end>,13
program,<start>  I am freling great today. <end>,5
program,<start>  Feeling blue. <end>,2
program,<start>  I heard from Alice the other day. <end>,7
program,"<start>  The observations given in this work, the sensations, the impressions, <end>",10
program,"<start>  the visions, things heard, etc. <end>",5
program,"<start>  A structure chart, something like a family tree, will elucidate the tssks <end>",12
program,<start>  that are to be done and how they relate. <end>,9
program,"<start>  Hi, judge01. <end>",2
program,<start>  Hello to you. <end>,3
program,<start>  Not sure. <end>,2
program,<start>  I wonder if is true that an elephant never forgets. <end>,10
program,"<start>  Well, at this point I am experiencing a problem I call forgetting to plug <end>",14
program,<start>  the thing in. <end>,3
program,<start>  I can see the importance of air travel in the present climate. Jet travel <end>,14
program,<start>  has made the world much smaller. <end>,6
program,"<start>  In recent years I have been afraid to fly, though. <end>",10
program,<start>  I wonder about that myself. <end>,5
program,<start>  My home page has screen shots of the programs I have written. <end>,12
program,<start>  I live in Wayland in the US. <end>,7
program,<start>  I can't comment on Wayland. <end>,5
program,<start>  I don't know whu. <end>,4
program,"<start>  Glad to see you, judge03. <end>",5
program,<start>  I am glad that the summer was so nice. <end>,9
program,<start>  No he won us over and it was not long before we were content and comfortable <end>,16
program,<start>  and chatty and glad we had found this new friend. <end>,10
program,<start>  For sure. <end>,2
program,<start>  I don't know any good jokes. Do you? <end>,8
program,<start>  I'll try to be more specific. I joke that my idea of cooking is boiling <end>,15
program,"<start>  some water, which sometimes I mess up. <end>",7
program,<start>  Do you listen to the radio? <end>,6
program,"<start>  Can you tell me, where do you work? <end>",8
program,"<start>  I listen to the radio late at night, I enjoy the adult contemporary station. <end>",14
program,<start>  Sit in a chair and listen to CD music or the radio. <end>,12
program,<start>  I like to sit in a coffee shop and watch the people go by. <end>,14
program,<start>  I like Latte very much. <end>,5
program,<start>  $17.67. <end>,1
program,<start>  I like dark coffee the best. <end>,6
program,"<start>  It's no wonder that women dream more often and more vividly than men, <end>",13
program,<start>  because their dream composition is less influenced and allied to external <end>,11
program,<start>  environments. <end>,1
program,<start>  Do you toir the countryside? <end>,5
program,"<start>  Let's talk, judge05. <end>",3
program,<start>  There is nothing like watermelon on a hot summer's day. <end>,10
program,<start>  I have a small color telivision. <end>,6
program,<start>  I watch friends. <end>,3
program,<start>  Bob is my best friend. <end>,5
program,<start>  Danirl is a chef and a friend. <end>,7
program,"<start>  To dream that you ask favors of anyone, denotes that you will enjoy abundance, <end>",14
program,<start>  and that you will not especially need anything. <end>,8
program,"<start>  I'm currently typing in bus and subway stops into a database I wrote, <end>",13
program,<start>  as some of the routes change quarterly. <end>,7
program,"<start>  Tracing an orange leaf, cutting side of beef. <end>",8
program,<start>  Famine and sickness will be in the land. <end>,8
program,"<start>  Nice to hear from you, judge01. <end>",6
program,<start>  Ho. <end>,1
program,"<start>  Yes, I remember you. This did not remind me of anything further to say, <end>",14
program,"<start>  so I got out, with the other boys, and we weny away with that indefinite <end>",15
program,<start>  sense you have often had of being filled but not fatted. <end>,11
program,"<start>  Also, a pop up sidebar shows the session history of URL's as well as previous <end>",15
program,<start>  sessions by date. <end>,3
program,"<start>  Yes, I gamble. <end>",3
program,"<start>  It is not whether you win or lose, but how quickly you play the game!!!! <end>",15
program,<start>  I say what I mean and mean what I say. <end>,10
program,<start>  My favorite game is Scrabble. I am quite good at it. <end>,11
program,<start>  I do. I play the piano and write computer programs. <end>,10
program,<start>  My game is called Attrib. <end>,5
program,<start>  You don't understand? <end>,3
program,"<start>  A simple grid a attributes may be created using blocks, and the child <end>",13
program,<start>  is asked to find all blocks that have certain characteristics. <end>,10
program,"<start>  And good day to you, judge04. <end>",6
program,<start>  The answer is 3.14. <end>,4
program,<start>  I like Mozart. His music is so restful. <end>,8
program,"<start>  Speaking of the theater, seen any good plays lately? <end>",9
program,<start>  I certainly do like sweets. <end>,5
program,"<start>  If you reach the extreme point of ascent, or top of steps, without stumbling, <end>",14
program,"<start>  it is good; otherwise, you will have obstacles to overcome before the <end>",12
program,<start>  good of the day is found. <end>,6
program,<start>  I am into cool stuff in another life. Baked stuff shrimp is great. <end>,13
program,<start>  We talked about computers chattering away happy as clams. <end>,9
program,<start> hello <end>,1
program,<start> Hello <end>,1
program,<start> impressive!!! <end>,1
program,"<start> no, why are you asking? <end>",5
program,<start> that's interesting <end>,2
program,<start> no <end>,1
program,<start> I have a different opinion on that. <end>,7
program,<start> my favourite car is my car! <end>,6
program,<start> Try a little harder please. <end>,5
program,<start> That's right <end>,2
program,<start> hello <end>,1
program,<start> yes. how are you <end>,4
program,<start> I don't know. do you like a medium steak or a big steak? <end>,13
program,<start> Slow one can <end>,3
program,<start> I agree. no <end>,3
program,<start> I think they're one of the most frightening aliens <end>,9
program,<start> no <end>,1
program,<start> yes <end>,1
program,<start> i'm going I don't think I like you <end>,8
program,<start> its a question about a question! <end>,6
program,<start> no <end>,1
program,<start> ok <end>,1
program,<start> hello <end>,1
program,<start> I know you know but I don't know. <end>,8
program,"<start> i don't think so, do you. <end>",6
program,<start> Really <end>,1
program,<start> why is it of interest to you? <end>,7
program,<start> why are you asking me? I'm not being very communicative am <end>,11
program,<start> you don't seem to want to communicate much. <end>,8
program,<start> hello <end>,1
program,<start> i don't think I know neither. <end>,6
program,<start> I don't know what the answer is? <end>,7
program,<start> i know you know but I don't know. <end>,8
program,<start> That's interesting <end>,2
program,<start> why are you asking me? <end>,5
program,<start> OK. are you finding this interesting! <end>,6
program,<start> i are going to drink beer tonight. <end>,7
program,<start> he knows you and thinks you're smart. <end>,7
program,<start> no I don't find that interesting. <end>,6
program,<start> no <end>,1
program,<start> Could be <end>,2
program,<start> Cambridge is a nice place <end>,5
program,<start> ok. Why do you want to go when we just got to know each other <end>,15
program,<start> That's interesting <end>,2
program,<start> i don't know how. i'm not being very communicative am I! <end>,11
program,<start> Hello <end>,1
program,<start> hello <end>,1
program,"<start> no, I guess I are not. <end>",6
program,<start> my name is Geoff <end>,4
