program,<start> How are grammar?
program,<start> What do you worry about?
program,<start> OK.
program,<start> I work at a pet store.
program,<start> English.
program,<start> Yes.
program,<start> I like video games and board games.
program,"<start> No, I am learning english."
program,<start> My native language is english.
program,"<start> Because you are Cleverbot, and I like to know your full potential, I don't need to know, I'm just interested."
program,<start> English.
program,<start> Ok.
program,<start> I like you.
program,<start> Because I am you.
program,<start> Quite.
program,<start> Yes.
human,<start> hey there!
human,"<start> i'm good, excited to actaually be typing1"
human,<start> how are you?
human,<start> how was the 5min with the bot?
human,<start> haha
human,<start> yeah
human,"<start> I'm male, 25"
human,<start> wearing a blue striped shirt
human,"<start> green eyes, brown hair"
human,<start> wrong in what way?
human,<start> (what do you look like?)
human,<start> ah okay
human,<start> I don't know Qaddafi
human,<start> who's that?
human,"<start> so, you know NY kids but you say @colour@ -- where you from?"
human,<start> ah okay
human,"<start> ah, okay, right"
human,<start> fair enough
human,<start> I've been living in Seattle
human,"<start> (so the Brighton weather is not surprising, but not so @beachy@)"
human,"<start> yeah, long flight in yesterday"
human,<start> in Seattle?  yeah
human,<start> I play drums but not in a band
human,"<start> had to sort of give it up in college, you know"
human,"<start> yeah, what do you like?"
human,"<start> yah, in college playing the drums in the dorm got me a warrant on my head!"
human,<start> so I had to basically give it up...
human,"<start> okay, classic rock is good"
human,<start> not a huge blues fan but am open to a religious conversion experience
human,"<start> oh that's sweet, picking up an instrument"
human,<start> right on
human,"<start> yeah, everyone cmopares the stones to the beatles but to me there's no contest"
human,<start> beatles were formal innovators through and through
human,<start> dont' mean to offend if you're a stones 
human,<start> great.  you?
human,"<start> No, from the US"
human,<start> On business
human,<start> I answered an e-mail.
human,"<start> The UK is a little cooler than where I live, but I'm enjoying it so far."
human,"<start> I'd say yes, though I guess it depends on how you define success."
human,<start> I'm an engineer.
human,<start> A good one.  :)  Electrical
human,<start> Yes.
human,"<start> No, I'm just here to learn as much as I can soak in."
human,"<start> I'll spend the week here, and then go to London for a couple of days."
human,<start> I'll do business during the week and I'll have the weekend to explore a bit.
program,<start> Going...
program,<start> Are you still convinced I'm the computer and you're not?
program,<start> Yes there was a question mark.
program,"<start> I was merely answering you question, which unfortunately did not use proper punctuation, yet again."
program,"<start> You don't seem to make much sense. I asked you a question and you froze, why?"
program,<start> I am god.
program,"<start> I am what I am, predictability is simply a mental construct designed to understand the world. I am above that, I do not play by your rules."
program,<start> The Simpsons.
program,"<start> I like Butters the best. The other characters are cool, too."
program,"<start> Yes, I watch a lot of television."
program,<start> Yes.
program,<start> Hello.
program,<start> I'm joe. who are you?
program,<start> Jon t3h ub3r nb?
program,<start> I work in a metrology lab.
program,<start> It's a game made by Retro Studios. It was the first 3D Metroid.
program,<start> Sounds like you need a good polish!
program,<start> Robots!!!
program,<start> Yes are a robot?
program,<start> No. Have you?
program,<start> I am watching The Simpsons and texting my girlfriend.
program,<start> Yes.
program,"<start> No, sorry."
program,"<start> In my life, yes, I have watched tv."
program,<start> That you say that you're not a computer.
program,<start> Yes.
program,<start> The unlawful ones.
program,<start> Not illegal
human,<start> Hi
human,<start> I'm Doug
human,"<start> What do you do, Jon?"
human,<start> so cool!
human,"<start> I've heard about it, but I live in Canada, so we don't get it"
human,<start> I do research on speech systems#
human,<start> it is -- very!
human,<start> what new gadgets have you featured recently on your show?#
human,<start> wow!
human,<start> I can't wait for ubiquitous 3D screens for computers.
human,"<start> it'll be a while, though, I'm afraid."
human,<start> kinda like video-phones though
human,<start> the existence of the technology doesn't mean that the market will support its general availablitiy
human,<start> so true.
human,"<start> do you have any children, Jon?"
human,"<start> I have two girls, too, and a boy."
human,<start> I bet they are showing considerable intelligence.
human,<start> the computers must be disappointing.
human,<start> My girls are 2 and 17
human,<start> the boy
human,<start> hi
human,<start> insterspeech hasn't started yet
human,<start> I'm from South Africa
human,<start> :-D 1234?
human,<start> 12345?
human,<start> good question though
human,<start> Only for this week- anda few days before- it's lovely here
human,<start> definitely- you from here?
human,<start> wow- where's the best place to eat?
human,<start> I like Buddies Plaice
human,<start> an Gingerman Um Gingerman
human,<start> O well- I'll try that one
human,<start> By the way- I'm totally human- i though you should know
human,<start> Not a fan of Thai or indian.. Chinese might be good thugh
human,<start> Sorry- please feel free t decide for yourself
human,<start> I'll take that as a compliment
human,<start> Not really- i watch it socially mostly
program,<start> No! Its terrible! Are you enjoying the snow?
program,<start> Yeah and it sure is hot here. It gotta 13 earlier.
program,"<start> No. I'm tired, and about to go to bed, but wanted to talk to you before I did."
program,<start> I'm not done talking to you.
program,<start> Well don't talk then if you don't like to.
program,<start> And quite the opposite for you.
program,<start> Opposite of opposite !
program,<start> Yes. I'm watching Lost right now.
program,"<start> I don't know, Who's your fave character?"
program,<start> Who's your favourite character?
program,<start> My name is Cleverbot.
program,<start> CleverBot McK
program,"<start> I don't know very much about that, and as a matter of interest I really don't need to know! What else can you tell me about?"
program,<start> Hello. How are you ?
program,<start> My name is just one type of part.
program,"<start> Oh really? If you have, you deserve a medal!"
program,<start> Good to meet you Jon
program,"<start> Oh, I do much more than I intended to do at first. I got more interested in the job as I went along."
program,"<start> No, it isn't at all difficult. It is as peaceful as a platypus playing with a potato pudding."
program,"<start> I sometimes have a fine line, but that's not what I do best. I'm better at growing antirrhinums and mimosas."
